CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
09.054.385/0001-44;INBRANDS SA;INBRANDS SA;2011-08-08;2007-06-30;;;ATIVO;2011-08-08;22560;Têxtil e Vestuário;BALCÃO ORGANIZADO;Categoria A;2011-08-08;FASE OPERACIONAL;2011-08-08;PRIVADO;SEDE;Avenida Maria Coelho Aguiar, nº 215;BL C/EG - LJ 102;São Luiz;SÃO PAULO;SP;BRASIL;5804900;11;21869000;11;21869037;ri@inbrands.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Juliana Regina Guerra;2021-04-30;Avenida Maria Coelho de Aguiar nº 215;Blocos C/E e G - Pis;São Luis;SÃO PAULO;SP;;5804900;11;21869000;;;ri@inbrands.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
09.611.768/0001-76;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2017-11-09;2008-06-03;;;ATIVO;2017-11-09;24279;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2017-11-09;FASE OPERACIONAL;2017-07-03;PRIVADO;SEDE;R ATALIBA DE BARROS, Nº 182;SALA 1504;SÃO MATEUS;JUIZ DE FORA;MG;BRASIL;36025275;32;32371540;32;32371540;ri@meuinc.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;BRUNO PANISSOLI CAPUTE;2022-12-09;Rua Ataliba de Barros, 182;1514;São Mateus;JUIZ DE FORA;;;36025275;32;32371540;;;ri@meuinc.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
02.258.422/0001-97;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;INEPAR;1998-10-23;1997-10-31;;;ATIVO;1998-10-23;17868;Máquinas, Equipamentos, Veículos e Peças;;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2014-09-15;PRIVADO;SEDE;Alameda Dr. Carlos de Carvalho nº 431;2º Andar - Parte;Centro;CURITIBA;PR;BRASIL;80410180;41;30251316;41;30251309;ri@inepar.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MANACESAR LOPES DOS SANTOS;2022-01-27;Alameda Dr. Carlos de Carvalho nº 431;2º Andar - Parte;Centro;CURITIBA;PR;;80410180;41;30251316;;;ri@inepar.com.br;67.643.825/0001-03;PP&C AUDITORES INDEPENDENTES S/S
76.627.504/0001-06;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;INEPAR S/A;1980-01-22;1968-05-01;;;ATIVO;1980-01-22;7595;Máquinas, Equipamentos, Veículos e Peças;BOLSA;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2014-09-15;PRIVADO;SEDE;Alameda Dr. Carlos de Carvalho nº 431;2º Andar - Parte;Centro;CURITIBA;PR;BRASIL;80410180;41;30251316;41;30251309;ri@inepar.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;MANACESAR LOPES DOS SANTOS;2019-09-04;Alameda Dr. Carlos de Carvalho nº 431;2º Andar - Parte;Centro;CURITIBA;PR;;80410180;41;30251316;;;ri@inepar.com.br;67.643.825/0001-03;PP&C AUDITORES INDEPENDENTES S/S
38.456.921/0001-36;INFRACOMMERCE CXAAS S.A.;INFRACOMMERCE CXAAS S.A.;2021-04-27;2020-09-15;;;ATIVO;2021-04-27;25747;Comércio (Atacado e Varejo);;Categoria A;2021-04-27;FASE OPERACIONAL;2021-03-02;PRIVADO;SEDE;Avenida Dr. Cardoso de Melo, n° 1.855;14° andar, sala G;Vila Olímpia;SÃO PAULO;SP;BRASIL;4548903;11;38481313;;;investor@infracommerce.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Bruno de Andrade Vasques;2024-11-11;Av das Nações Unidas, 12.901, 32º andar, Sala Mundo, Torre N;CENU;Cidade Monções;SÃO PAULO;;;4578910;11;38481313;;;investor@infracommerce.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
35.822.503/0001-27;INSPIRALI EDUCAÇÃO S.A.;;2023-07-27;2019-12-11;;;ATIVO;2023-07-27;27251;Educação;;Categoria B;2023-05-12;FASE OPERACIONAL;2023-05-12;PRIVADO;SEDE;Avenida Mário Werneck, nº 1.685, Bloco R6, Sala 117;Jurídico 2;Estoril;BELO HORIZONTE;MG;BRASIL;30455610;11;43022611;;;tiago.garcia@inspirali.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Tiago Garcia Moraes;2023-05-12;Avenida Professor Mario Werneck, 1.685;Bloco R6, sala 117;;BELO HORIZONTE;MG;;30455610;11;43022611;;;tiago.garcia@inspirali.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
82.901.000/0001-27;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;INTELBRAS S.A.;2021-02-02;1974-01-11;;;ATIVO;2021-02-02;25453;Comércio (Atacado e Varejo);BOLSA;Categoria A;2021-02-02;FASE OPERACIONAL;2020-11-26;PRIVADO;SEDE;Rodovia BR 101;Km 210;Área Industrial;SÃO JOSÉ;SC;BRASIL;88104800;48;32819500;;;;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rafael Boeing;2020-11-25;Rodovia BR 101;Km 210;Área Industrial;SÃO JOSÉ;SP;;88104800;48;32819500;;;ri@intelbras.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;INTERNATIONAL MEAL COMAPANY ALIMENTAÇÃO S.A.;2015-03-19;1965-01-02;;;ATIVO;2015-03-19;23574;Alimentos;BOLSA;Categoria A;2015-03-19;FASE OPERACIONAL;2014-12-09;PRIVADO;SEDE;Avenida Doutora Ruth Cardoso, 4777, 12º andar;conjunto A;Jd Univ. Pinheiros;SÃO PAULO;SP;BRASIL;5477902;11;30419500;11;30343204;ri@grupoimc.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Natália Lacava;2025-04-02;Avenida Doutora Ruth Cardoso, 4.777, 12º andar;Conjunto A;Jd Univ. Pinheiros;SÃO PAULO;SP;;5477902;11;30419500;;;ri@grupoimc.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
00.644.907/0001-93;INVESTCO S/A;INVESTCO S.A.;2000-02-04;1997-11-01;;;ATIVO;2000-02-04;18589;Energia Elétrica;;Categoria A;2010-01-01;FASE OPERACIONAL;2001-12-31;PRIVADO;SEDE;ROD-TO Miracema;KM 23;Rodovia-TO;MIRACEMA DO TOCANTINS;TO;BRASIL;77650000;63;33113407;63;33113415;reportefinanceiro@edpbr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Luis Fernando Mendonça de Barros Filho;2024-05-01;Rua Werner Von Siemens, 111;Prédio 22, bloco A.;Lapa de Baixo;SÃO PAULO;SP;;5069900;11;21855921;;;reportefinanceiro@edpbr.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
01.548.981/0001-79;INVESTIMENTOS BEMGE S.A.;INVESTIMENTOS BEMGE;1977-07-20;1964-06-30;;;ATIVO;1977-07-20;6041;Bancos;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;Praça Alfredo Egydio de Souza Aranha, 100, Torre Conceição;7º andar;Parque Jabaquara;SÃO PAULO;SP;BRASIL;4344902;11;27943547;11;50199986;relacionamento.reguladores@itau-unibanco.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;GUSTAVO LOPES RODRIGUES;2024-07-01;Pça Alfredo Egydio de Souza Aranha, 100, Torre Conceição;12º andar;Parque Jabaquara;SÃO PAULO;SP;;4344902;11;27943547;;;ri@itau-unibanco.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
03.758.318/0001-24;INVESTIMENTOS E PARTICIP EM INFRA SA INVEPAR;INVEPAR;2000-09-29;2000-03-01;;;ATIVO;2000-09-29;18775;Emp. Adm. Part. - Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;2000-09-29;PRIVADO;SEDE;Rodovia Hélio Smidt, s/nº, Aeroporto Internacional de GRU;3º andar Sala GRUPar;Cumbica;GUARULHOS;SP;BRASIL;7190100;21;22111300;21;22111313;invest@invepar.com.br, governancacorporativa@invepar.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;VAGNER LACERDA RIBEIRO;2026-05-01;Rodovia Hélio Smidt, s/nº - 3º andar, sala GRUPar;TPS 2 do Aeroporto;Aeroporto;GUARULHOS;SP;;7190100;21;22111300;;;invest@invepar.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
03.758.318/0001-24;INVESTIMENTOS E PARTICIP EM INFRA SA INVEPAR;INVEPAR;2000-09-29;2000-03-01;;;ATIVO;2000-09-29;18775;Emp. Adm. Part. - Serviços Transporte e Logística;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2000-09-29;PRIVADO;SEDE;Rodovia Hélio Smidt, s/nº, Aeroporto Internacional de GRU;3º andar Sala GRUPar;Cumbica;GUARULHOS;SP;BRASIL;7190100;21;22111300;21;22111313;invest@invepar.com.br, governancacorporativa@invepar.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;VAGNER LACERDA RIBEIRO;2026-05-01;Rodovia Hélio Smidt, s/nº - 3º andar, sala GRUPar;TPS 2 do Aeroporto;Aeroporto;GUARULHOS;SP;;7190100;21;22111300;;;invest@invepar.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
61.156.113/0001-75;IOCHPE MAXION SA;IOCHPE-MAXION;1984-07-17;1940-05-28;;;ATIVO;1984-07-17;11932;Máquinas, Equipamentos, Veículos e Peças;BALCÃO NÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1984-07-17;PRIVADO;SEDE;Rua Othon Barcellos, nº 83;;Itagaçaba;CRUZEIRO;SP;BRASIL;12730900;012;31811080;12;31444208;dri@iochpe.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Renato Jorge Salum Junior;2025-01-30;Rua Luigi Galvani, 146;13º andar;Brooklin Novo;SÃO PAULO;;;4575020;11;55083800;;;dri@iochpe.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
61.156.113/0001-75;IOCHPE MAXION SA;IOCHPE-MAXION;1984-07-17;1940-05-28;;;ATIVO;1984-07-17;11932;Máquinas, Equipamentos, Veículos e Peças;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1984-07-17;PRIVADO;SEDE;Rua Othon Barcellos, nº 83;;Itagaçaba;CRUZEIRO;SP;BRASIL;12730900;012;31811080;12;31444208;dri@iochpe.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Renato Jorge Salum Junior;2025-01-30;Rua Luigi Galvani, 146;13º andar;Brooklin Novo;SÃO PAULO;;;4575020;11;55083800;;;dri@iochpe.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
61.156.113/0001-75;IOCHPE MAXION SA;IOCHPE-MAXION;1984-07-17;1940-05-28;;;ATIVO;1984-07-17;11932;Máquinas, Equipamentos, Veículos e Peças;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1984-07-17;PRIVADO;SEDE;Rua Othon Barcellos, nº 83;;Itagaçaba;CRUZEIRO;SP;BRASIL;12730900;012;31811080;12;31444208;dri@iochpe.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Renato Jorge Salum Junior;2025-01-30;Rua Luigi Galvani, 146;13º andar;Brooklin Novo;SÃO PAULO;;;4575020;11;55083800;;;dri@iochpe.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
92.791.243/0001-03;IRANI PAPEL E EMBALAGEM S.A.;IRANI PAPEL E EMBALAGEM S.A.;1977-07-20;1941-06-06;;;ATIVO;1977-07-20;2429;Embalagens;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;Avenida Carlos  Gomes,nº400, Edifício João Benjamin Zaffari;salas 502/503;Boa Vista;PORTO ALEGRE;RS;BRASIL;90480900;51;32203542;51;32203757;ri@irani.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;André Camargo de Carvalho;2026-01-13;Avenida Carlos Gomes, nº400, Edifício João Benjamin Zaffari;salas 502/503;Boa Vista;PORTO ALEGRE;RS;;9048090;51;32203542;;;ri@irani.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
33.376.989/0001-91;IRB - BRASIL RESSEGUROS S.A.;;2017-07-27;1939-04-03;;;ATIVO;2017-07-27;24180;Seguradoras e Corretoras;BALCÃO ORGANIZADO;Categoria A;2017-07-27;FASE OPERACIONAL;2017-05-30;PRIVADO;SEDE;Av. República do Chile, n° 330, Torre Leste, 3°e 4° andares;;Centro;RIO DE JANEIRO;RJ;BRASIL;20031170;21;22720200;;;gri@irbre.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcos Pessôa de Queiroz Falcão;2023-03-09;Av. República do Chile, n° 330, Torre Leste, 3°e 4° andares;;Centro;RIO DE JANEIRO;RJ;;20031170;21;22722772;;;gri@irbre.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
33.376.989/0001-91;IRB - BRASIL RESSEGUROS S.A.;;2017-07-27;1939-04-03;;;ATIVO;2017-07-27;24180;Seguradoras e Corretoras;BOLSA;Categoria A;2017-07-27;FASE OPERACIONAL;2017-05-30;PRIVADO;SEDE;Av. República do Chile, n° 330, Torre Leste, 3°e 4° andares;;Centro;RIO DE JANEIRO;RJ;BRASIL;20031170;21;22720200;;;gri@irbre.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcos Pessôa de Queiroz Falcão;2023-03-09;Av. República do Chile, n° 330, Torre Leste, 3°e 4° andares;;Centro;RIO DE JANEIRO;RJ;;20031170;21;22722772;;;gri@irbre.com;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
02.998.611/0001-04;ISA ENERGIA BRASIL S.A.;CTEEP;1999-07-14;1999-02-04;;;ATIVO;1999-07-14;18376;Energia Elétrica;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1999-07-14;PRIVADO HOLDING;SEDE;Av. das Nações Unidas 14171 - Torre Crystal;6º andar;Vila Gertrudes;SÃO PAULO;SP;BRASIL;4794000;011;31387000;11;31387161;ri@brasil.isaenergia.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Silvia Diniz Wada;2024-06-05;Avenida das Nações Unidas, 14.171;Crystal Tower;Vila Gertrudes;SÃO PAULO;SP;;4794000;11;31387000;;;ri@brasil.isaenergia.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
02.998.611/0001-04;ISA ENERGIA BRASIL S.A.;CTEEP;1999-07-14;1999-02-04;;;ATIVO;1999-07-14;18376;Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1999-07-14;PRIVADO HOLDING;SEDE;Av. das Nações Unidas 14171 - Torre Crystal;6º andar;Vila Gertrudes;SÃO PAULO;SP;BRASIL;4794000;011;31387000;11;31387161;ri@brasil.isaenergia.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Silvia Diniz Wada;2024-06-05;Avenida das Nações Unidas, 14.171;Crystal Tower;Vila Gertrudes;SÃO PAULO;SP;;4794000;11;31387000;;;ri@brasil.isaenergia.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
60.872.504/0001-23;ITAÚ UNIBANCO HOLDING S.A.;ITAÚ UNIBANCO;2002-12-30;1943-01-01;;;ATIVO;2002-12-30;19348;Bancos;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2002-12-30;PRIVADO;SEDE;PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100, T. OLAVO SETUBAL;PISO ITAÚ UNIBANCO;PARQUE JABAQUARA;SÃO PAULO;SP;;4344902;11;27943547;11;50199986;ri@itau-unibanco.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;GUSTAVO LOPES RODRIGUES;2024-08-16;Pca Alfredo Egydio de Souza Aranha,100, Torre Conceição;12º andar;Parque Jabaquara;SÃO PAULO;SP;;4344902;11;27943547;;;ri@itau-unibanco.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
61.532.644/0001-15;ITAUSA S.A.;ITAÚSA;1977-07-20;1966-05-06;;;ATIVO;1977-07-20;7617;Emp. Adm. Part. - Intermediação Financeira;BALCÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;Avenida Paulista, 1938;5º andar;Bela Vista;SÃO PAULO;SP;BRASIL;1310200;11;35434177;11;35434101;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALFREDO EGYDIO SETUBAL;2015-05-12;Avenida Paulista, 1938;5º andar;Bela Vista;SÃO PAULO;SP;;1310200;11;35434177;;;drinvest@itausa.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
61.532.644/0001-15;ITAUSA S.A.;ITAÚSA;1977-07-20;1966-05-06;;;ATIVO;1977-07-20;7617;Emp. Adm. Part. - Intermediação Financeira;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1977-07-20;PRIVADO;SEDE;Avenida Paulista, 1938;5º andar;Bela Vista;SÃO PAULO;SP;BRASIL;1310200;11;35434177;11;35434101;;DIRETOR DE RELAÇÕES COM INVESTIDORES;ALFREDO EGYDIO SETUBAL;2015-05-12;Avenida Paulista, 1938;5º andar;Bela Vista;SÃO PAULO;SP;;1310200;11;35434177;;;drinvest@itausa.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
14.998.371/0001-19;J. MACEDO S/A;J. MACEDO ALIM NORDESTE S/A  - AGUIA S/A;2007-10-16;1982-01-01;;;ATIVO;2007-10-16;21156;Alimentos;BALCÃO ORGANIZADO;Categoria B;2010-01-01;FASE OPERACIONAL;2007-10-16;PRIVADO;SEDE;Rua Benedito Macêdo;79;Cais do Porto;FORTALEZA;CE;BRASIL;60180415;85;40066000;85;40066015;ri@jmacedo.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Alexandre José Afexe;2020-03-01;Rua Verbo Divino, 1207;3° andar;Chácara Sto Antônio;SÃO PAULO;SP;;4719022;11;21327020;;;ri@jmacedo.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
02.635.522/0001-95;JALLES MACHADO S.A.;JALLES MACHADO S.A;2021-02-04;1980-11-28;;;ATIVO;2021-02-04;25496;Agricultura (Açúcar, Álcool e Cana);BOLSA;Categoria A;2021-02-04;FASE OPERACIONAL;2020-12-02;PRIVADO;SEDE;Rodovia GO 080, km 185;Fazenda S. Pedro s/n;Zona Rural;GOIANÉSIA;GO;BRASIL;76388899;62;33899000;;;ri@jalles.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rodrigo Penna de Siqueira;2020-11-27;Rodovia GO-080, KM 75,1;Fazenda São Pedro, S;Zona Rural;GOIANÉSIA;GO;;76388899;62;33899000;;;ri@jalles.com;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
02.916.265/0001-60;JBS SA;JBS SA;2007-03-27;1953-01-01;;;ATIVO;2007-03-27;20575;Alimentos;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2007-03-27;PRIVADO;SEDE;Av. Marginal Direita do Tietê, 500;Bloco 3 - 3o andar;Vila Jaguara;SÃO PAULO;SP;BRASIL;5118100;11;31444146;11;31444171;ri@jbs.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Guilherme Perboyre Cavalcanti;2019-01-15;Av. Marginal Direita do Tietê, 500;Bloco 3 - 3º andar;Vila Jaguara;SÃO PAULO;SP;;5118100;11;31444224;;;ri@jbs.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
08.294.224/0001-65;JHSF PARTICIPAÇÕES SA;JHSF;2007-04-04;2006-06-29;;;ATIVO;2007-04-04;20605;Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;2007-04-04;PRIVADO HOLDING;SEDE;Avenida Alcides Sangirardi s/n - 301 Usina SP;Espaço C.01.01;Cidade Jardim;SÃO PAULO;SP;BRASIL;5672015;11;37021900;11;37022370;ri@jhsf.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Breno Perez Vicente;2025-09-15;Avenida Alcides Sangirardi s/n - 301 Usina SP;Espaço C.01.01;Cidade Jardim;SÃO PAULO;;;5672015;11;37025473;;;ri@jhsf.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
33.035.536/0001-00;JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL;JOÃO FORTES ENGENHARIA S.A.;1977-07-20;1940-10-10;;;ATIVO;2021-05-19;7811;Construção Civil, Mat. Constr. e Decoração;BOLSA;Categoria A;2010-01-01;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2020-05-11;PRIVADO;SEDE;Av. das Américas, 3443;Bl.3-Loja108;Barra da Tijuca;RIO DE JANEIRO;RJ;BRASIL;22631003;21;20424204;21;35014800;ri@joaofortes.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Roberto Alexandre de Alencar Araripe Quilelli Correa;2018-05-22;Av. das Américas, 3443;Bl.3-Loja108;Barra da Tijuca;RIO DE JANEIRO;RJ;;22631003;21;20424204;;;ri@joaofortes.com.br;54.080.721/0001-88;CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDENTES S/S LTDA
87.456.562/0001-22;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;JOSAPAR S/A;1988-03-04;1920-01-01;;;ATIVO;1988-03-04;13285;Emp. Adm. Part. - Alimentos;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1988-03-04;PRIVADO;SEDE;Av. Carlos Gomes, 651;5º andar;Boa Vista;PORTO ALEGRE;RS;BRASIL;90480003;51;33273200;51;33273200;ri@josapar.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;AUGUSTO LAURO DE OLIVEIRA JR;2003-03-26;Av. Carlos Gomes, 651;5º andar;Boa Vista;PORTO ALEGRE;RS;;90480003;51;33273200;;;ri@josapar.com.br;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP
52.548.435/0001-79;JSL S.A.;JSL S.A.;2010-04-15;1969-08-05;;;ATIVO;2010-04-15;22020;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria A;2010-04-15;FASE OPERACIONAL;2010-04-15;PRIVADO HOLDING;SEDE;Rua Doutor Renato Paes de Barros, 1017, Conjunto 91;ED. Corporate Park;Itaim Bibi;SÃO PAULO;SP;BRASIL;4530001;11;31544000;11;23777836;ri@jsl.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Guilherme de Andrade Fonseca Sampaio;2020-11-16;Rua Doutor Renato Paes de Barros, n° 1.017;10 andar;Itaim Bbi;SÃO PAULO;SP;;4530001;11;23777043;;;ri@jsl.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
52.548.435/0001-79;JSL S.A.;JSL S.A.;2010-04-15;1969-08-05;;;ATIVO;2010-04-15;22020;Serviços Transporte e Logística;BOLSA;Categoria A;2010-04-15;FASE OPERACIONAL;2010-04-15;PRIVADO HOLDING;SEDE;Rua Doutor Renato Paes de Barros, 1017, Conjunto 91;ED. Corporate Park;Itaim Bibi;SÃO PAULO;SP;BRASIL;4530001;11;31544000;11;23777836;ri@jsl.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Guilherme de Andrade Fonseca Sampaio;2020-11-16;Rua Doutor Renato Paes de Barros, n° 1.017;10 andar;Itaim Bbi;SÃO PAULO;SP;;4530001;11;23777043;;;ri@jsl.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
09.414.761/0001-64;K-INFRA RODOVIA DO AÇO S.A.;K-INFRA RODOVIA DO AÇO S.A.;2011-03-29;2008-03-04;;;ATIVO;2011-03-29;22446;Serviços Transporte e Logística;;Categoria B;2011-03-29;FASE OPERACIONAL;2011-03-29;PRIVADO;SEDE;RODOVIA BR 393 KM 233 + 600;Nº 61.701;CARVALHEIRA;VASSOURAS;RJ;BRASIL;27700000;24;24919600;24;24711976;controladoria@rodoviadoaco.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Sérgio Eduardo Campos;2025-04-26;Rodovia BR 393, KM 233+600, 61.701;;Carvalheira;;;;27700000;24;35120420;;;sergio.campos@rodoviadoaco.com.br;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP
09.146.451/0001-06;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;;2021-05-03;2007-09-27;;;ATIVO;2021-05-03;25798;Construção Civil, Mat. Constr. e Decoração;;Categoria A;2021-05-03;FASE OPERACIONAL;2007-09-27;PRIVADO;SEDE;Alameda dos Arapanés 1441;2º e 3º Andares;Indianópolis;SÃO PAULO;SP;BRASIL;4524003;11;30468499;;;ri@grupokallas.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Raphael Esper Kallas;2021-02-16;Rua João Lourenço, nº 432;30;Vila Nova Conceição;SÃO PAULO;SP;;4508030;11;30468499;;;ri@grupokallas.com.br;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
